;snmae;dnmae;z;sname;dname;z
8112;Merritt Trace ;San Jose Unified;3.5335802704;Oehl ;San Bernardino City Unified;-0.8498220826
8113;Reed ;San Jose Unified;0.5950976019;North Verdemont ;San Bernardino City Unified;0.0463258005
8114;River Glen;San Jose Unified;1.3925768319;Palm Avenue ;San Bernardino City Unified;-0.7703297671
8115;Schallenberger ;San Jose Unified;0.60015877;Norton Space and Aeronautics Academy;San Bernardino County Office of Education;0.9809899091
8117;Simonds ;San Jose Unified;0.5161696284;San Bernardino County Special Education;San Bernardino County Office of Education;-10.1174311781
8118;Terrell ;San Jose Unified;-0.1292187294;Portola ;San Bruno Park ;1.9783111109
8119;Hacienda Science/Environmental Magnet;San Jose Unified;1.6034865253;Belle Air ;San Bruno Park ;1.8176111143
8120;Walter L. Bachrodt ;San Jose Unified;1.5792251025;Allen (Decima M.) ;San Bruno Park ;-2.0490444175
8123;Willow Glen ;San Jose Unified;2.7277189513;El Crystal ;San Bruno Park ;0.602716574
8129;Los Alamitos ;San Jose Unified;0.4989363438;John Muir ;San Bruno Park ;-1.0284160221
8130;Graystone ;San Jose Unified;1.333678375;Rollingwood ;San Bruno Park ;0.6940608897
8131;Rachel Carson ;San Jose Unified;0.137867761;Heather ;San Carlos ;3.3054326755
8133;Ernesto Galarza ;San Jose Unified;-1.4251448351;Literacy First Charter;San Diego County Office of Education;-1.6089076023
5729;California Montessori Project-San Juan C;San Juan Unified;-0.2016176064;Learning Choice Academy;San Diego Unified;-1.9903652369
5730;Golden Valley Charter School of Sacramen;San Juan Unified;-1.022645424;Urban Discovery Academy Charter;San Diego Unified;-0.7159502467
5746;Arlington Heights ;San Juan Unified;0.7704574788;Innovations Academy;San Diego Unified;-0.2426458918
5748;Cameron Ranch ;San Juan Unified;-1.6375533849;San Diego Global Vision Academy;San Diego Unified;0.5028577535
5749;Carmichael ;San Juan Unified;-1.4180024589;Epiphany Prep Charter;San Diego Unified;-1.2326253594
5752;Citrus Heights ;San Juan Unified;-1.878612761;Elevate ;San Diego Unified;-2.5565143729
5753;Cottage ;San Juan Unified;-0.2047964801;John Muir;San Diego Unified;1.9780093868
5754;James R. Cowan Fundamental ;San Juan Unified;-1.9160239546;Alcott ;San Diego Unified;0.5579492384
5755;Coyle Avenue ;San Juan Unified;1.1179057824;Angier ;San Diego Unified;-2.5996113423
5756;Del Dayo ;San Juan Unified;0.3835169766;Audubon K-8;San Diego Unified;-1.3787392914
5757;Del Paso Manor ;San Juan Unified;5.8013372766;Barnard ;San Diego Unified;2.1748511663
5758;Mary Deterding ;San Juan Unified;1.8970756263;Bay Park ;San Diego Unified;-0.2609096286
5759;Harry Dewey Fundamental ;San Juan Unified;0.3852964703;Bird Rock ;San Diego Unified;1.0037840211
5761;Thomas Edison Language Institute;San Juan Unified;-0.447023956;Birney ;San Diego Unified;0.3892455032
5762;Grand Oaks ;San Juan Unified;-1.2474655815;Boone ;San Diego Unified;1.1382521062
5763;Green Oaks Fundamental ;San Juan Unified;-2.5622296596;Cadman ;San Diego Unified;0.8722942365
5766;Thomas Kelly ;San Juan Unified;1.6055882877;Chesterton ;San Diego Unified;-2.0156460751
5767;Kingswood ;San Juan Unified;1.1073233945;Clay ;San Diego Unified;-1.8307457752
5768;Earl Legette ;San Juan Unified;2.0082508621;Crown Point ;San Diego Unified;0.4672713133
5769;Lichen K-8;San Juan Unified;-2.5616524096;Cubberley ;San Diego Unified;-0.8586604063
5770;Mariemont ;San Juan Unified;-1.299497889;Curie ;San Diego Unified;0.4849894213
5771;Mariposa Avenue ;San Juan Unified;-1.0176324109;Darnall Charter;San Diego Unified;-2.964479589
5772;Mission Avenue Open ;San Juan Unified;0.3025789611;Fletcher ;San Diego Unified;-1.0331937439
5773;Northridge ;San Juan Unified;-1.4356397692;Florence ;San Diego Unified;1.0131510097
5774;Oakview Community ;San Juan Unified;-1.108963472;Foster ;San Diego Unified;0.0501477855
5775;Orangevale Open K-8;San Juan Unified;1.6521505908;Fulton K-8;San Diego Unified;-1.6669341512
5776;Pasadena Avenue ;San Juan Unified;-1.2308616499;Gage ;San Diego Unified;2.724451046
5778;Charles Peck ;San Juan Unified;0.2606655417;Grant K-8;San Diego Unified;-0.6990198053
5779;Pershing ;San Juan Unified;-0.0498796278;Green ;San Diego Unified;3.5844365947
5781;Albert Schweitzer ;San Juan Unified;0.2320175456;Hardy ;San Diego Unified;0.5488532317
5782;Sierra Oaks K-8;San Juan Unified;0.6293937839;Hawthorne ;San Diego Unified;5.1577859515
5783;Skycrest ;San Juan Unified;-2.474796502;Hearst ;San Diego Unified;0.7217169434
5784;Starr King K-8;San Juan Unified;-1.5114968696;Holmes ;San Diego Unified;0.2263581983
5785;Ralph Richardson Center;San Juan Unified;-2.5683326722;Jefferson ;San Diego Unified;-0.6541838261
5787;Twin Lakes ;San Juan Unified;-1.5665897302;Jones ;San Diego Unified;-1.0197395514
5789;Cambridge Heights ;San Juan Unified;-1.1424116891;Keiller Leadership Academy;San Diego Unified;-1.2225720833
5790;Woodside K-8;San Juan Unified;-0.642358089;La Jolla ;San Diego Unified;-1.3908329406
5791;Trajan ;San Juan Unified;-0.6336426646;Lafayette ;San Diego Unified;-1.0217292897
5792;Carriage Drive ;San Juan Unified;-0.3507295219;Lee ;San Diego Unified;0.0625121313
5793;Ottomon Way ;San Juan Unified;0.7832485983;Lindbergh/Schweitzer ;San Diego Unified;1.1159183028
5794;Gold River Discovery Center K-8;San Juan Unified;0.7213326881;Loma Portal ;San Diego Unified;1.4879899092
291;Garfield ;San Leandro Unified;-2.3343082625;Longfellow K-8;San Diego Unified;3.052146971
292;Jefferson ;San Leandro Unified;0.1374493485;Marvin ;San Diego Unified;-1.0492828867
293;Madison ;San Leandro Unified;-2.7645457238;McKinley ;San Diego Unified;1.2784870006
294;McKinley ;San Leandro Unified;-0.1949015257;Language Academy;San Diego Unified;1.5908566484
295;Monroe ;San Leandro Unified;-0.5747388669;Harriet Tubman Village Charter;San Diego Unified;-1.9406078922
296;Roosevelt ;San Leandro Unified;2.2230931061;Oak Park ;San Diego Unified;2.4366633045
297;Washington ;San Leandro Unified;0.8115164474;Ocean Beach ;San Diego Unified;1.4583462896
298;Wilson ;San Leandro Unified;-1.2718821621;Pacific Beach ;San Diego Unified;2.9909061812
307;Bay ;San Lorenzo Unified;-2.5079639659;Perry ;San Diego Unified;-1.3278647725
309;Colonial Acres ;San Lorenzo Unified;0.7446121759;Sequoia ;San Diego Unified;1.6359961614
310;Corvallis ;San Lorenzo Unified;-0.5070207277;Sessions ;San Diego Unified;-0.3919152485
311;Dayton ;San Lorenzo Unified;-4.2547642589;Sherman ;San Diego Unified;-0.4591631097
312;Del Rey ;San Lorenzo Unified;-0.9566890989;Silver Gate ;San Diego Unified;1.5207360367
314;Grant ;San Lorenzo Unified;0.8504916963;Spreckels ;San Diego Unified;3.2612601739
315;Hesperian ;San Lorenzo Unified;-1.3930056756;Sunset View ;San Diego Unified;1.1972178033
316;Hillside ;San Lorenzo Unified;-0.6950276064;Toler ;San Diego Unified;-0.5972514082
317;Lorenzo Manor ;San Lorenzo Unified;-1.323547827;Torrey Pines ;San Diego Unified;-1.4559280774
8238;Ocean Grove Charter;San Lorenzo Valley Unified;-0.461590035;Washington ;San Diego Unified;-1.6770018908
8240;Boulder Creek ;San Lorenzo Valley Unified;-0.3897052861;Wegeforth ;San Diego Unified;-0.8298522832
8241;San Lorenzo Valley ;San Lorenzo Valley Unified;0.1632117372;Benchley/Weinberger ;San Diego Unified;-0.8818077956
7483;Smith (C. L.) ;San Luis Coastal Unified;2.1326518613;Whitman ;San Diego Unified;-0.2787381858
7484;Del Mar ;San Luis Coastal Unified;-1.4736179147;Dana;San Diego Unified;3.5109422581
7485;Hawthorne ;San Luis Coastal Unified;-0.3213909645;Miramar Ranch ;San Diego Unified;-0.2458774423
7486;Los Ranchos ;San Luis Coastal Unified;-0.6296917512;Mason ;San Diego Unified;0.0252033159
7487;Pacheco ;San Luis Coastal Unified;5.5782977482;Penn ;San Diego Unified;0.3247722473
7488;Bishop's Peak ;San Luis Coastal Unified;-1.0839066301;Ericson ;San Diego Unified;1.1041687749
7489;Sinsheimer ;San Luis Coastal Unified;2.5462130466;Hickman ;San Diego Unified;-1.35965772
7490;Teach ;San Luis Coastal Unified;-0.2942532589;Sandburg ;San Diego Unified;2.2729074318
7492;Baywood ;San Luis Coastal Unified;1.1512695927;Tierrasanta ;San Diego Unified;1.9237718193
7494;Monarch Grove ;San Luis Coastal Unified;-0.1352395155;Walker ;San Diego Unified;0.1795862218
7084;San Elijo ;San Marcos Unified;1.7310878969;Miller ;San Diego Unified;-4.9212794643
7085;Joli Ann Leichtag ;San Marcos Unified;-3.0962976712;Hancock ;San Diego Unified;-2.1549638855
7087;Alvin M. Dunn ;San Marcos Unified;-0.6005894868;Dailard ;San Diego Unified;2.6803332211
7088;Richland ;San Marcos Unified;-0.10239642;Doyle ;San Diego Unified;0.0141531382
7092;La Costa Meadows ;San Marcos Unified;-0.2127537539;Jerabek ;San Diego Unified;0.3806198147
7093;Knob Hill ;San Marcos Unified;-2.6506754117;Vista Grande ;San Diego Unified;-1.484435531
7094;Paloma ;San Marcos Unified;0.03423341;Bethune K-8;San Diego Unified;-1.0502409348
7095;Discovery ;San Marcos Unified;-0.6036052791;Zamorano ;San Diego Unified;-0.5654180398
7096;Twin Oaks ;San Marcos Unified;2.3621704377;Hage ;San Diego Unified;0.458090374
7097;Carrillo ;San Marcos Unified;-2.1731721052;Kumeyaay ;San Diego Unified;2.6639496277
7639;Albion H. Horrall ;San Mateo-Foster City;1.2251931652;Nye ;San Diego Unified;1.3903464899
7640;Audubon ;San Mateo-Foster City;2.6619718782;Dingeman ;San Diego Unified;0.4400303231
7642;Baywood ;San Mateo-Foster City;3.6038028204;Museum;San Diego Unified;-0.4438687903
7643;Beresford ;San Mateo-Foster City;3.3062853592;Explorer ;San Diego Unified;1.6786779872
7646;Fiesta Gardens International ;San Mateo-Foster City;3.5722897028;Scripps ;San Diego Unified;-0.5199152389
7647;Foster City ;San Mateo-Foster City;2.5634622703;San Diego Cooperative Charter;San Diego Unified;-1.0828635603
7648;George Hall ;San Mateo-Foster City;3.3631057426;Einstein Academy;San Diego Unified;1.6607281509
7649;Highlands ;San Mateo-Foster City;5.116104915;Feinstein (Dianne) ;San Francisco Unified;0.3894471897
7650;Laurel ;San Mateo-Foster City;2.507984667;Chinese Immersion School at DeAvila;San Francisco Unified;-0.525840541
7651;College Park ;San Mateo-Foster City;4.4192817759;Alamo ;San Francisco Unified;-2.6743674927
7652;Meadow Heights ;San Mateo-Foster City;2.6329739401;Alvarado ;San Francisco Unified;2.3163305179
7653;North Shoreview ;San Mateo-Foster City;3.4791509997;Argonne ;San Francisco Unified;-0.7468794473
7654;Park ;San Mateo-Foster City;3.2180906293;Carmichael (Bessie)/FEC;San Francisco Unified;-0.9839837002
7655;Parkside ;San Mateo-Foster City;0.7422924085;Clarendon Alternative ;San Francisco Unified;1.5606372166
7656;Sunnybrae ;San Mateo-Foster City;1.329781949;Sloat (Commodore) ;San Francisco Unified;1.2628847769
7657;Brewer Island ;San Mateo-Foster City;-0.6567980117;Lau (Gordon J.) ;San Francisco Unified;-2.788355162
7496;Cappy Culver ;San Miguel Joint Union;-0.7193927624;Webster (Daniel) ;San Francisco Unified;5.4577079596
7497;Lillian Larsen ;San Miguel Joint Union;-1.5484266214;Milk (Harvey) Civil Rights ;San Francisco Unified;-0.3191957153
6945;San Pasqual Union ;San Pasqual Union ;4.1736380249;Edison Charter Academy;San Francisco Unified;-3.7667402873
3902;Coleman ;San Rafael City ;2.9944746878;Taylor (Edward R.) ;San Francisco Unified;0.2062147615
3903;Venetia Valley ;San Rafael City ;2.4774659684;Fairmount ;San Francisco Unified;4.0078920145
3904;Glenwood ;San Rafael City ;4.3460494202;Key (Francis Scott) ;San Francisco Unified;-1.9710308385
3905;Laurel Dell ;San Rafael City ;-0.3857885282;McCoppin (Frank) ;San Francisco Unified;-0.8116816108
3907;Sun Valley ;San Rafael City ;1.4229349406;Garfield ;San Francisco Unified;-2.1976693266
677;Quail Run ;San Ramon Valley Unified;2.4102734502;Peabody (George) ;San Francisco Unified;3.1671193192
679;Live Oak ;San Ramon Valley Unified;-4.3802994218;Glen Park ;San Francisco Unified;1.0739220422
686;Country Club ;San Ramon Valley Unified;-1.750060468;Grattan ;San Francisco Unified;0.4445726383
690;Walt Disney ;San Ramon Valley Unified;-0.3936976031;Guadalupe ;San Francisco Unified;0.4730431709
691;Twin Creeks ;San Ramon Valley Unified;0.5965084957;Yick Wo ;San Francisco Unified;0.4960386963
693;Montevideo ;San Ramon Valley Unified;0.7237097316;Parker (Jean) ;San Francisco Unified;-1.2797657495
700;Coyote Creek ;San Ramon Valley Unified;0.0961355433;Jefferson ;San Francisco Unified;-1.1177491373
6957;Willow ;San Ysidro ;-0.6122799891;Ortega (Jose) ;San Francisco Unified;2.3089438388
6958;Vista Del Mar;San Ysidro ;-1.5363707934;Lafayette ;San Francisco Unified;-2.8675260897
6959;Smythe ;San Ysidro ;0.4716715757;Lakeshore Alternative ;San Francisco Unified;-1.6520888404
6960;La Mirada ;San Ysidro ;0.1207748859;Lawton Alternative ;San Francisco Unified;-2.1000282927
6961;Sunset ;San Ysidro ;-0.8609851231;Flynn (Leonard R.) ;San Francisco Unified;2.567211957
6963;Ocean View Hills;San Ysidro ;-0.5610374056;Longfellow ;San Francisco Unified;-0.4234279521
1020;Ronald W. Reagan ;Sanger Unified;-0.9454610107;Marshall ;San Francisco Unified;2.5990085835
1021;Sequoia ;Sanger Unified;-2.3465280261;McKinley ;San Francisco Unified;2.7022318871
1029;Fairmont ;Sanger Unified;-2.0666010366;Miraloma ;San Francisco Unified;4.3395120037
1030;Jackson ;Sanger Unified;-0.5944820931;Monroe ;San Francisco Unified;1.468051754
1032;John S. Wash ;Sanger Unified;-2.695788098;Revere (Paul) ;San Francisco Unified;1.1959346326
1034;Lone Star ;Sanger Unified;-0.4070859017;Parks (Rosa) ;San Francisco Unified;4.4307314811
1035;Madison ;Sanger Unified;0.3857740251;Stevenson (Robert Louis) ;San Francisco Unified;-2.7981302881
1038;Quail Lake Environmental Charter;Sanger Unified;-2.219046224;Sherman ;San Francisco Unified;-0.6316741988
1039;Sanger Academy Charter;Sanger Unified;-3.0253980902;Spring Valley ;San Francisco Unified;0.2097684009
4738;Manuel Esqueda ;Santa Ana Unified;-1.1448096631;King (Starr) ;San Francisco Unified;4.823664128
4739;Orange County Educational Arts Academy;Santa Ana Unified;2.7635939138;Sunnyside ;San Francisco Unified;0.7379197407
4755;Jefferson ;Santa Ana Unified;0.2249576198;Sutro ;San Francisco Unified;-0.8744851008
4763;Santiago ;Santa Ana Unified;-2.4812746349;Ulloa ;San Francisco Unified;-1.6350059802
4771;Taft ;Santa Ana Unified;0.4365702366;West Portal ;San Francisco Unified;-1.4498876567
4774;John Muir Fundamental ;Santa Ana Unified;-2.2601700602;Buena Vista/ Horace Mann K-8;San Francisco Unified;6.8312333836
4775;Greenville Fundamental ;Santa Ana Unified;-2.6131775442;Rooftop ;San Francisco Unified;1.6595686795
4789;Jim Thorpe Fundamental;Santa Ana Unified;-4.4623176967;San Francisco Community Alternative;San Francisco Unified;0.1832281074
4791;El Sol Santa Ana Science and Arts Academ;Santa Ana Unified;-2.9665142553;New Traditions ;San Francisco Unified;1.3815274177
7693;Santa Barbara County Special Education;Santa Barbara County Office of;-0.6984116605;Lilienthal (Claire) ;San Francisco Unified;1.3425779023
7795;Adams ;Santa Barbara Unified;-0.6109340544;Creative Arts Charter;San Francisco Unified;1.452314891
7800;Monroe ;Santa Barbara Unified;1.3028847905;Yu (Alice Fong) ;San Francisco Unified;-3.1198761067
7801;Peabody Charter;Santa Barbara Unified;4.7099318232;Sunset ;San Francisco Unified;-1.7647016533
7802;Roosevelt ;Santa Barbara Unified;3.2208477274;Coolidge ;San Gabriel Unified;0.3351913301
7803;Washington ;Santa Barbara Unified;2.6459208336;McKinley ;San Gabriel Unified;-0.1750360396
7808;Open Alternative;Santa Barbara Unified;0.1062098306;Washington ;San Gabriel Unified;0.4441604685
7809;Santa Barbara Charter;Santa Barbara Unified;-0.396448207;Wilson ;San Gabriel Unified;-0.322703802
7811;Santa Barbara Community Academy;Santa Barbara Unified;0.3262556504;Estudillo ;San Jacinto Unified;-1.977548154
7812;Adelante Charter;Santa Barbara Unified;0.903526966;Clayton A. Record, Jr., ;San Jacinto Unified;-2.0529018492
7816;Rocketship Mateo Sheedy ;Santa Clara County Office of E;-1.4777050089;Megan Cope ;San Jacinto Unified;-3.5245873478
7818;Rocketship Si Se Puede Academy;Santa Clara County Office of E;-1.7014598843;De Anza ;San Jacinto Unified;1.2723765599
7820;Rocketship Los Suenos Academy;Santa Clara County Office of E;-0.2968659684;Park Hill ;San Jacinto Unified;-1.3156702865
7823;Rocketship Discovery Prep;Santa Clara County Office of E;1.0709325123;San Jacinto Valley Academy;San Jacinto Unified;-3.0280568046
8135;Don Callejon;Santa Clara Unified;8.4916117958;San Joaquin County Special Education;San Joaquin County Office of Education;-10.8250454723
8139;Bowers ;Santa Clara Unified;1.3855491714;Allen at Steinbeck;San Jose Unified;0.3422804661
8140;Bracher ;Santa Clara Unified;1.8192793826;Almaden ;San Jose Unified;0.0265139239
8141;Braly ;Santa Clara Unified;3.9717853811;Anne Darling ;San Jose Unified;-0.361008839
8142;Briarwood ;Santa Clara Unified;-0.8716941462;Booksin ;San Jose Unified;2.5223465788
8143;C. W. Haman ;Santa Clara Unified;0.2403111843;Canoas ;San Jose Unified;0.1481135927
8145;George Mayne ;Santa Clara Unified;-0.1576323476;Gardner ;San Jose Unified;-0.4933470821
8146;Kathryn Hughes ;Santa Clara Unified;0.0253423928;Hammer Montessori at Galarza ;San Jose Unified;1.1026419053
8147;Laurelwood ;Santa Clara Unified;0.7057579623;Horace Mann ;San Jose Unified;1.2786716594
8149;Montague ;Santa Clara Unified;1.9184721122;Merritt Trace ;San Jose Unified;1.8198815979
8150;Pomeroy ;Santa Clara Unified;-0.3066536588;Reed ;San Jose Unified;1.5612768769
8151;Ponderosa ;Santa Clara Unified;3.7466020543;River Glen;San Jose Unified;2.7307511819
8152;Scott Lane ;Santa Clara Unified;0.2058854576;Schallenberger ;San Jose Unified;2.9363549305
8153;Sutter ;Santa Clara Unified;1.0080717015;Terrell ;San Jose Unified;0.9208310999
8155;Westwood ;Santa Clara Unified;1.0297363039;Hacienda Science/Environmental Magnet;San Jose Unified;2.1041950137
8244;Bay View ;Santa Cruz City ;1.6623149266;Walter L. Bachrodt ;San Jose Unified;1.9736862673
8245;De Laveaga ;Santa Cruz City ;4.7116786468;Willow Glen ;San Jose Unified;6.068406634
8246;Gault ;Santa Cruz City ;4.6352630814;Los Alamitos ;San Jose Unified;2.0956679249
8247;Westlake ;Santa Cruz City ;-1.5061064952;Graystone ;San Jose Unified;0.3076803118
3478;Juan Cabrillo ;Santa Monica-Malibu Unified;0.4233373372;Rachel Carson ;San Jose Unified;1.1450401283
3479;Edison ;Santa Monica-Malibu Unified;-0.1197231894;Ernesto Galarza ;San Jose Unified;-1.4905932969
3480;Franklin ;Santa Monica-Malibu Unified;1.6957894312;California Montessori Project-San Juan Campus;San Juan Unified;-0.4783891942
3481;Grant ;Santa Monica-Malibu Unified;2.3214385572;Golden Valley Charter School of Sacramento;San Juan Unified;-7.6684486499
