sname;sname;dname;z
2574;Sunnydale ;Lancaster ;-2.0693425635
2575;Nancy Cory ;Lancaster ;0.1175989362
2576;Lincoln ;Lancaster ;-1.730855032
2577;Jack Northrop ;Lancaster ;-0.7154971715
2578;Lancaster Alternative and Virtual Academies;Lancaster ;-0.2204874636
2579;West Wind ;Lancaster ;0.4815224099
2589;Chaparral ;Las Virgenes Unified;-1.3300250326
2590;Round Meadow ;Las Virgenes Unified;2.0486138505
2594;Lupin Hill ;Las Virgenes Unified;0.1340700522
2595;Sumac ;Las Virgenes Unified;2.6028881571
10299;Lassen View ;Lassen View Union ;-0.3142776203
1188;Laton ;Laton Joint Unified;-0.4683501206
2601;William Anderson ;Lawndale ;-0.8503450751
2602;Billy Mitchell ;Lawndale ;-2.2739126998
2603;Lucille J. Smith ;Lawndale ;-1.2627023404
2604;Mark Twain ;Lawndale ;0.2276910675
2607;William Green ;Lawndale ;-6.3334456176
4638;Laytonville ;Laytonville Unified;-0.102417432
4677;Le Grand ;Le Grand Union ;-1.9404438784
7602;Lemon Grove Academy for the Sciences and Humanitie;Lemon Grove;-1.1655201651
7603;Monterey Heights ;Lemon Grove;-1.6458986795
7604;Mt. Vernon ;Lemon Grove;-1.9775110634
7605;San Altos ;Lemon Grove;-2.2985375811
7606;San Miguel ;Lemon Grove;0.2394711913
7607;Vista La Mesa Academy;Lemon Grove;-4.3438522683
1972;Meadow Lane ;Lemoore Union ;-1.0513454541
1973;P. W. Engvall ;Lemoore Union ;-0.6812452469
1974;Lemoore ;Lemoore Union ;-0.7466656045
1976;Cinnamon ;Lemoore Union ;1.0921907426
9888;Liberty ;Liberty ;0.033156757
10406;Liberty ;Liberty ;-0.5900229995
8291;Colonial Heights;Lincoln Unified;-2.1105649387
8292;John R. Williams;Lincoln Unified;1.057148105
8293;Lincoln ;Lincoln Unified;-0.3507072125
8295;Tully C. Knoles;Lincoln Unified;-0.4578882247
8296;Mable Barron;Lincoln Unified;0.3188790601
8297;Claudia Landeen;Lincoln Unified;1.1827887138
8298;Don Riggio;Lincoln Unified;0.61933747
8299;Brookside;Lincoln Unified;2.9994089307
8303;Glenwood ;Linden Unified;-2.3314689165
8304;Linden ;Linden Unified;0.958826047
8306;Waverly ;Linden Unified;-0.7805294023
10408;Roosevelt ;Lindsay Unified;-1.5432931138
10409;Kennedy ;Lindsay Unified;-4.5558759965
10415;Jefferson ;Lindsay Unified;-0.6583308
10416;Washington ;Lindsay Unified;1.5051625776
10417;Lincoln ;Lindsay Unified;-2.0099981963
2620;Cresson ;Little Lake City ;-0.9932192684
2621;Jersey Avenue ;Little Lake City ;-1.7838552816
2623;Lakeland ;Little Lake City ;-0.9106885592
2625;Lakeview ;Little Lake City ;-1.9198152886
2626;Paddison ;Little Lake City ;-0.2880838192
2627;Studebaker ;Little Lake City ;-0.8374577011
2628;William W. Orr ;Little Lake City ;-1.047115871
9392;Green Acres ;Live Oak ;-0.04521052
9393;Live Oak ;Live Oak ;-1.6476219896
9395;Del Mar ;Live Oak ;-0.6409024312
10222;Encinal ;Live Oak Unified;-2.0310581757
10224;Luther ;Live Oak Unified;-2.9530665538
160;Livermore Valley Charter;Livermore Valley Joint Unified;0.2454173082
165;Junction K-8;Livermore Valley Joint Unified;4.0260675453
167;Emma C. Smith ;Livermore Valley Joint Unified;2.4473103796
168;Jackson Avenue ;Livermore Valley Joint Unified;0.0518745241
169;Joe Michell;Livermore Valley Joint Unified;-0.0830390759
170;Marylin Avenue ;Livermore Valley Joint Unified;0.0340598782
172;Arroyo Seco ;Livermore Valley Joint Unified;1.5163058302
174;Rancho Las Positas ;Livermore Valley Joint Unified;1.7366834042
175;Sunset ;Livermore Valley Joint Unified;1.4423494824
176;Leo R. Croce ;Livermore Valley Joint Unified;0.3950526261
177;Altamont Creek ;Livermore Valley Joint Unified;0.2714352974
4682;Campus Park ;Livingston Union;-0.152713509
4684;Selma Herndon ;Livingston Union;-0.1827150958
4685;Yamato Colony ;Livingston Union;-1.208934058
8308;Lois E. Borchardt ;Lodi Unified;1.6152718693
8310;Ansel Adams;Lodi Unified;-0.7246002539
8313;Ellerth E. Larson ;Lodi Unified;2.1874912566
8314;Manlio Silva ;Lodi Unified;1.8361729371
8316;George Lincoln Mosher;Lodi Unified;-2.2592148752
8317;Woodbridge;Lodi Unified;1.0070913282
8318;Podesta Ranch ;Lodi Unified;0.6212220992
8330;Davis ;Lodi Unified;0.9766665977
8332;Erma B. Reese ;Lodi Unified;2.7437111062
8333;George Washington ;Lodi Unified;0.4326763566
8335;Lakewood ;Lodi Unified;-0.6687460928
8337;Leroy Nichols ;Lodi Unified;0.7287881083
8338;Live Oak ;Lodi Unified;0.9012979244
8339;Lockeford ;Lodi Unified;-1.4208299001
8343;Vinewood ;Lodi Unified;2.4548995152
8346;Oakwood ;Lodi Unified;-2.7820938844
8348;Creekside ;Lodi Unified;-0.0124961113
8351;Wagner-Holt ;Lodi Unified;-0.8981918308
8352;Beckman ;Lodi Unified;-0.3095066763
8355;John Muir ;Lodi Unified;-0.7404711839
8356;Aspire Vincent Shalvey Academy;Lodi Unified;1.0157816666
8357;Joe Serna Jr. Charter;Lodi Unified;2.7322723209
8358;Aspire River Oaks Charter;Lodi Unified;0.9160633305
8359;Julia Morgan ;Lodi Unified;-1.4946129786
8871;Arthur Hapgood ;Lompoc Unified;0.5245216076
8872;Buena Vista ;Lompoc Unified;-1.5638324822
8873;Clarence Ruth ;Lompoc Unified;-2.1139752733
8874;Crestview ;Lompoc Unified;-2.2360353125
8875;La Canada ;Lompoc Unified;0.9214747261
8876;La Honda ;Lompoc Unified;-2.5504815083
8877;Leonora Fillmore ;Lompoc Unified;-0.7972464456
8878;Los Berros ;Lompoc Unified;0.5827410912
8881;Miguelito ;Lompoc Unified;-0.5759236598
1591;Lo-Inyo ;Lone Pine Unified;-0.4763807955
2632;Dooley ;Long Beach Unified;-0.7608407722
2637;Avalon K-12;Long Beach Unified;-0.280172919
2648;Addams ;Long Beach Unified;-1.8002515217
2649;Barton ;Long Beach Unified;-3.7470196124
2650;Birney ;Long Beach Unified;-2.3151636172
2651;Bixby ;Long Beach Unified;-0.3576003752
2652;Bryant ;Long Beach Unified;-0.4561763137
2653;Burbank ;Long Beach Unified;-2.8692714811
2654;Burcham ;Long Beach Unified;-0.517081389
2655;Bobbie Smith ;Long Beach Unified;-2.3206973098
2656;Carver ;Long Beach Unified;1.4028154832
2657;Cleveland ;Long Beach Unified;-0.4450412521
2658;Cubberley K-8;Long Beach Unified;2.3796793979
2659;Edison ;Long Beach Unified;-2.1719835861
2660;Emerson Parkside Academy;Long Beach Unified;3.7466528596
2661;Fremont ;Long Beach Unified;1.3803237613
2662;Gant ;Long Beach Unified;0.1393732616
2664;Gompers K-8;Long Beach Unified;-2.2059099772
2665;Grant ;Long Beach Unified;-2.552412821
2666;Harte ;Long Beach Unified;0.1016909487
2667;Henry K-8;Long Beach Unified;0.5260620068
2668;Holmes ;Long Beach Unified;-1.2155606076
2669;Hudson K-8;Long Beach Unified;0.1419893682
2670;Kettering ;Long Beach Unified;1.8400620691
2671;King ;Long Beach Unified;-4.3211052893
2672;Lafayette ;Long Beach Unified;-2.5085057683
2673;Lee ;Long Beach Unified;-1.7223630424
2674;Lincoln ;Long Beach Unified;-4.5570695887
2675;Longfellow ;Long Beach Unified;3.2477514079
2676;Los Cerritos ;Long Beach Unified;1.4510936029
2677;Lowell ;Long Beach Unified;2.3323374263
2678;MacArthur ;Long Beach Unified;-1.4382414968
2679;Madison ;Long Beach Unified;-0.7570531231
2680;Mann ;Long Beach Unified;-0.886985692
2681;McKinley ;Long Beach Unified;0.1547050928
2682;Muir K-8;Long Beach Unified;-1.4257965409
2683;Naples ;Long Beach Unified;-2.4519557661
2684;Newcomb Academy;Long Beach Unified;1.0008531382
2686;Prisk ;Long Beach Unified;1.1712849455
2687;Riley ;Long Beach Unified;0.6034221253
2688;Roosevelt ;Long Beach Unified;-4.0968401947
2689;Signal Hill ;Long Beach Unified;0.3015800119
2690;Stevenson ;Long Beach Unified;-3.7828745391
2691;Tincher Preparatory;Long Beach Unified;0.7559845946
2692;Twain ;Long Beach Unified;1.2634414974
2694;Whittier ;Long Beach Unified;-3.3901462788
2695;Willard ;Long Beach Unified;-2.7494880429
2709;International ;Long Beach Unified;-6.2873634706
2710;Alvarado ;Long Beach Unified;-0.9107772164
2711;Robinson Academy;Long Beach Unified;0.8149776163
2712;Powell Academy for Success;Long Beach Unified;-1.7519958799
2713;New City;Long Beach Unified;-0.0807236681
5725;John Adams Academy;Loomis Union ;-1.7596266292
5726;Franklin ;Loomis Union ;0.8864684329
5727;Loomis ;Loomis Union ;-1.7391882159
5728;Placer ;Loomis Union ;-1.9225272598
5729;Ophir ;Loomis Union ;0.4516891662
5730;Penryn ;Loomis Union ;1.0483006488
5731;H. Clarke Powers ;Loomis Union ;-1.8549677914
5674;Francis Hopkinson ;Los Alamitos Unified;0.118629221
5675;Jack L. Weaver ;Los Alamitos Unified;-0.5807163276
5676;Los Alamitos ;Los Alamitos Unified;1.3466169029
5677;Richard Henry Lee ;Los Alamitos Unified;-0.0443587853
5678;Rossmoor ;Los Alamitos Unified;1.0168816922
5679;J. H. McGaugh ;Los Alamitos Unified;1.7081214453
9155;Almond ;Los Altos ;7.0271788097
9162;Santa Rita ;Los Altos ;3.6802104583
2082;Wisdom Academy for Young Scientists;Los Angeles County Office of Education;-1.0228081866
2102;Celerity Sirius Charter;Los Angeles County Office of Education;-1.9223071832
2113;Odyssey Charter;Los Angeles County Office of Education;1.946228787
2731;Ocean Charter;Los Angeles Unified;-0.4492716526
2732;PUC Milagro Charter;Los Angeles Unified;-0.602726756
2736;Dr. Theo. T. Alexander Jr., Science Center;Los Angeles Unified;-1.4067142273
2741;Ivy Academia;Los Angeles Unified;0.554345003
2760;Gabriella Charter;Los Angeles Unified;-0.19157328
2762;Celerity Nascent Charter;Los Angeles Unified;-0.7912813281
2763;Larchmont Charter;Los Angeles Unified;-0.7768939247
2777;Harvard ;Los Angeles Unified;1.2474811719
2781;John W. Mack ;Los Angeles Unified;-2.6277043884
2783;Rosa Parks Learning Center;Los Angeles Unified;-1.6330936111
2788;Hope Street ;Los Angeles Unified;-1.8331104451
2796;Our Community Charter;Los Angeles Unified;-0.4236653845
2810;Frank del Olmo ;Los Angeles Unified;-6.1668291666
2811;Charles H. Kim ;Los Angeles Unified;-0.1160977403
2813;Wilshire Park ;Los Angeles Unified;-0.9529413663
2819;Hesby Oaks Leadership Charter;Los Angeles Unified;0.8898570533
2823;Los Feliz Charter School for the Arts;Los Angeles Unified;0.4783584797
2843;Celerity Troika Charter;Los Angeles Unified;0.7344712911
2847;Enadia Technology Enriched Charter;Los Angeles Unified;0.165130266
2858;Magnolia Science Academy 7;Los Angeles Unified;0.2911224975
2871;Goethe International Charter;Los Angeles Unified;3.9913723332
2874;RFK Community Schools-New Open World Academy K-12;Los Angeles Unified;-4.7879137021
2875;RFK Community Schools-UCLA Community K-12;Los Angeles Unified;-2.3750214383
2882;Endeavor College Preparatory Charter;Los Angeles Unified;-0.8898522342
2893;Westside Innovative School House;Los Angeles Unified;0.8412481892
2894;Ararat Charter;Los Angeles Unified;-1.3179684603
2896;RFK Community Schools - Ambassador School - Global;Los Angeles Unified;-1.0545353701
2900;KIPP Empower Academy;Los Angeles Unified;-2.1974683421
2903;Carson-Gore Academy of Enviornmental Studies;Los Angeles Unified;-3.9839759958
2907;Dr. Owen Lloyd Knox ;Los Angeles Unified;-21.4447964415
2908;Wisdom ;Los Angeles Unified;-3.3390846509
2909;Jaime Escalante ;Los Angeles Unified;-3.0553910775
2910;Judith F. Baca Arts Academy;Los Angeles Unified;-3.1015821275
2911;Alta California ;Los Angeles Unified;-6.1553515627
2914;Andres and Maria Cardenas ;Los Angeles Unified;-1.0731550905
2915;Stanley Mosk ;Los Angeles Unified;-0.4052454703
2930;Citizens of the World Charter Hollywood;Los Angeles Unified;1.5784579012
2934;Aspire Gateway Academy;Los Angeles Unified;1.5072296423
2935;Aspire Firestone Academy;Los Angeles Unified;-1.4606364972
2941;Valley Charter ;Los Angeles Unified;1.3046634378
2947;Arts In Action Community Charter;Los Angeles Unified;-1.7121387388
2976;Camino Nuevo Charter Academy No. 4;Los Angeles Unified;-0.4318078529
2981;Academy for Enriched Sciences;Los Angeles Unified;1.1891807882
2989;Apple Academy Charter Public;Los Angeles Unified;-2.5554107935
2993;Citizens of the World 2;Los Angeles Unified;1.3350606549
2997;Playa Vista ;Los Angeles Unified;-0.2225476812
2998;Lucille Roybal-Allard ;Los Angeles Unified;-1.3128151009
3001;Gerald A. Lawson Academy of the Arts, Mathematics;Los Angeles Unified;-17.0388549761
3016;Harry Bridges Span;Los Angeles Unified;-0.9254925376
3017;Sylmar Leadership Academy;Los Angeles Unified;-1.2545119896
3018;Porter Ranch Community;Los Angeles Unified;-0.0686040275
3046;Dr. Sammy Lee Medical and Health Science Magnet El;Los Angeles Unified;-0.8506113183
3081;Westside Global Awareness Magnet;Los Angeles Unified;-3.3542821801
3082;Mid-City's Prescott School of Enriched Sciences;Los Angeles Unified;-0.6399959178
3102;Valley Alternative Magnet;Los Angeles Unified;-3.8488982627
3122;Arroyo Seco Museum Science;Los Angeles Unified;0.0135604223
3172;Aldama ;Los Angeles Unified;3.7737228363
3174;Allesandro ;Los Angeles Unified;-0.4876144107
3175;Alta Loma ;Los Angeles Unified;-1.5390996561
3176;Ambler Avenue ;Los Angeles Unified;-0.8459909778
3177;Amestoy ;Los Angeles Unified;-3.3832312169
3178;Anatola Avenue ;Los Angeles Unified;-0.812340924
3179;Andasol Avenue ;Los Angeles Unified;-0.5239426023
3180;Angeles Mesa ;Los Angeles Unified;-3.887657011
3182;Annalee Avenue ;Los Angeles Unified;-3.1088014454
3183;Annandale ;Los Angeles Unified;0.0364191563
3184;Apperson Street ;Los Angeles Unified;-0.3022180133
3186;Arlington Heights ;Los Angeles Unified;-5.7663028679
3189;Atwater Avenue ;Los Angeles Unified;-1.4471861864
3191;Baldwin Hills ;Los Angeles Unified;-0.2970281563
3194;Bassett Street ;Los Angeles Unified;-2.1037662212
3196;Beckford Charter for Enriched Studies;Los Angeles Unified;0.6851734084
3197;Beethoven Street ;Los Angeles Unified;3.9712780819
3201;Bonita Street ;Los Angeles Unified;-1.8859699741
3202;Braddock Drive ;Los Angeles Unified;3.9264436537
3204;Breed Street ;Los Angeles Unified;-3.8077727892
3205;Brentwood Science;Los Angeles Unified;0.1053320521
3206;Bridge Street ;Los Angeles Unified;-9.9495393376
3207;Broad Avenue ;Los Angeles Unified;-2.6701611057
3208;Broadacres Avenue ;Los Angeles Unified;-2.936168812
3209;Broadway ;Los Angeles Unified;3.2525943529
3210;Brockton Avenue ;Los Angeles Unified;0.2044572416
3211;Brooklyn Avenue ;Los Angeles Unified;-0.0477503007
3212;Bryson Avenue ;Los Angeles Unified;1.3371886893
3213;Buchanan Street ;Los Angeles Unified;-1.3802307072
3214;Budlong Avenue ;Los Angeles Unified;-7.7996592219
3215;Burbank Boulevard ;Los Angeles Unified;0.4195964791
3217;Bushnell Way ;Los Angeles Unified;-1.684504699
3219;Cahuenga ;Los Angeles Unified;-0.5048576718
3220;Calabash Charter Academy;Los Angeles Unified;-0.2235320822
3221;Calahan Community Charter;Los Angeles Unified;-1.5360262975
3222;Calvert Charter for Enriched Studies;Los Angeles Unified;-1.2955710288
3223;Camellia Avenue ;Los Angeles Unified;-3.2667418186
3224;Canfield Avenue ;Los Angeles Unified;1.3974023781
3225;Canoga Park ;Los Angeles Unified;-3.5406365509
3226;Cantara Street ;Los Angeles Unified;-1.540201924
3227;Canterbury Avenue ;Los Angeles Unified;-3.9393674521
3229;Capistrano Avenue ;Los Angeles Unified;-1.6357094504
3230;Caroldale Learning Community;Los Angeles Unified;1.480622437
3232;Carson Street ;Los Angeles Unified;-2.297090634
3233;Carthay Center ;Los Angeles Unified;0.4870490951
3234;Castelar Street ;Los Angeles Unified;-3.0746919871
3235;Castle Heights ;Los Angeles Unified;1.2423533292
3236;Catskill Avenue ;Los Angeles Unified;0.1833935277
3237;Century Park ;Los Angeles Unified;-2.2321012893
3238;Chandler Learning Academy;Los Angeles Unified;1.1954831552
3239;Chapman ;Los Angeles Unified;-1.4577970002
3240;Charnock Road ;Los Angeles Unified;-1.175099801
3241;Chase Street ;Los Angeles Unified;-0.6188291549
3242;Chatsworth Park ;Los Angeles Unified;1.2167138961
3243;Cheremoya Avenue ;Los Angeles Unified;-0.9528764001
3244;Cienega ;Los Angeles Unified;-4.7408525871
3245;Cimarron Avenue ;Los Angeles Unified;-2.7829365628
3246;City Terrace ;Los Angeles Unified;2.0936562935
3248;Clover Avenue ;Los Angeles Unified;-0.5353641109
3249;Coeur D'Alene Avenue ;Los Angeles Unified;-0.3235478978
3252;Colfax Charter ;Los Angeles Unified;0.6343479107
3254;Commonwealth Avenue ;Los Angeles Unified;0.3081586068
3256;Corona Avenue ;Los Angeles Unified;-5.3822936889
3257;Betty Plasencia ;Los Angeles Unified;-1.9315495165
3258;Cowan Avenue ;Los Angeles Unified;-0.3615589279
3259;Crescent Heights Boulevard ;Los Angeles Unified;-3.769699174
3260;Crestwood Street ;Los Angeles Unified;-1.615356029
3262;Dahlia Heights ;Los Angeles Unified;0.4783576644
3263;Danube Avenue ;Los Angeles Unified;-2.2176583454
3264;Darby Avenue Charter;Los Angeles Unified;-0.0676643685
3266;Dearborn  Charter Academy;Los Angeles Unified;2.0356271545
3267;Del Amo ;Los Angeles Unified;-3.4559502902
3268;Delevan Drive ;Los Angeles Unified;-0.7346965215
3269;Denker Avenue ;Los Angeles Unified;-0.7392792652
3270;Dixie Canyon Community Charter;Los Angeles Unified;0.739257746
3271;Dolores Street ;Los Angeles Unified;-1.8019195633
3272;Dominguez ;Los Angeles Unified;-1.0316351479
3273;Dorris Place ;Los Angeles Unified;0.4919160775
3274;Tom Bradley Global Awareness Magnet;Los Angeles Unified;-2.704808433
3275;Dyer Street ;Los Angeles Unified;-1.9723816355
3276;Eagle Rock ;Los Angeles Unified;3.5223559698
3277;Eastman Avenue ;Los Angeles Unified;-2.6381105015
3278;El Dorado Avenue ;Los Angeles Unified;-1.5783571215
3279;El Oro Way Charter For Enriched Studies;Los Angeles Unified;0.1002891247
3280;El Sereno ;Los Angeles Unified;-3.215034695
3282;Elysian Heights ;Los Angeles Unified;-1.4014765414
3283;Emelita Academy Charter;Los Angeles Unified;-1.8753188469
3284;Encino Charter ;Los Angeles Unified;0.0656776133
3286;Eshelman Avenue ;Los Angeles Unified;-2.0003738733
3287;Euclid Avenue ;Los Angeles Unified;-2.68024538
3288;Evergreen Avenue ;Los Angeles Unified;-5.1648326857
3289;Fair Avenue ;Los Angeles Unified;-2.0914952797
3291;Farmdale ;Los Angeles Unified;-0.9542780519
3292;Fenton Avenue Charter;Los Angeles Unified;-0.3214026733
3294;Fifteenth Street ;Los Angeles Unified;-2.4396152981
3295;Fifty-Fourth Street ;Los Angeles Unified;-2.4976905822
3296;Fifty-Ninth Street ;Los Angeles Unified;-13.3528862586
3297;Fifty-Second Street ;Los Angeles Unified;-4.9688638367
3300;First Street ;Los Angeles Unified;-0.5490477258
3303;Ford Boulevard ;Los Angeles Unified;-2.9494569938
3304;Forty-Ninth Street ;Los Angeles Unified;-2.0908817514
3306;Fourth Street ;Los Angeles Unified;-0.3455634441
3307;Franklin Avenue ;Los Angeles Unified;1.8264105896
3308;Fries Avenue ;Los Angeles Unified;-4.0210616483
3311;Gardena ;Los Angeles Unified;-1.1253137043
3312;Gardner Street ;Los Angeles Unified;-0.9397793177
3315;Gault Street ;Los Angeles Unified;-2.7437448981
3316;Germain Academy For Academic Achievement;Los Angeles Unified;0.7753584386
3317;Glassell Park ;Los Angeles Unified;-2.7361313732
3318;Gledhill Street ;Los Angeles Unified;-0.9730999071
3320;Glenfeliz Boulevard ;Los Angeles Unified;-0.9728886893
3323;Granada Community Charter;Los Angeles Unified;-2.060413281
3324;Grand View Boulevard ;Los Angeles Unified;-0.6253307581
3325;Grant ;Los Angeles Unified;-4.3270938412
3327;Gridley Street ;Los Angeles Unified;0.1214364943
3328;Griffin Avenue ;Los Angeles Unified;-1.2203534027
3329;Gulf Avenue ;Los Angeles Unified;-3.0543984341
3331;Halldale ;Los Angeles Unified;-1.4210478038
3332;Hamlin Charter Academy;Los Angeles Unified;-0.941551319
3333;William R. Anton ;Los Angeles Unified;-1.5335015306
3334;Hancock Park ;Los Angeles Unified;0.3876953348
3335;Harbor City ;Los Angeles Unified;-2.9559232972
3336;Harding Street ;Los Angeles Unified;-0.6438213198
3339;Haskell ;Los Angeles Unified;-1.8489748755
3341;Haynes Charter For Enriched Studies;Los Angeles Unified;0.2102437954
3342;Hazeltine Avenue ;Los Angeles Unified;-1.5325463132
3343;Heliotrope Avenue ;Los Angeles Unified;-1.573801676
3344;Herrick Avenue ;Los Angeles Unified;-2.6315234333
3345;Hillcrest Drive ;Los Angeles Unified;-5.3516997475
3347;Hobart Boulevard ;Los Angeles Unified;-1.4686504773
3349;Hooper Avenue ;Los Angeles Unified;-3.7471313303
3351;Hubbard Street ;Los Angeles Unified;-4.0302812903
3352;Humphreys Avenue ;Los Angeles Unified;-0.0521444264
3353;Huntington Drive ;Los Angeles Unified;-3.0074434707
3354;YES Academy;Los Angeles Unified;-15.1309346816
3355;Ivanhoe ;Los Angeles Unified;1.5091228541
3356;Justice Street Academy Charter;Los Angeles Unified;0.4722011837
3358;Kentwood ;Los Angeles Unified;1.5756738706
3359;Kester Avenue ;Los Angeles Unified;-0.0858541571
3360;Kittridge Street ;Los Angeles Unified;-1.8464969238
